【吐嚎】我竟然看了5毛特效山寨版《哈利波特》？,82
【吐嚎影院】印度居然也拍中国功夫电影,80
【吐嚎影院】吐槽重口味抗日神剧《人奶魔巢》,77
【吐嚎】真人版《灌篮高手》真是毁童年,85
【吐嚎】一个恐怖片大半夜把我笑精神了,75
【吐嚎】中国男子娶日本媳妇，引日本武术界集体上门踢馆,76
【吐嚎】谁说中国没有超人？来看看这部《中国超人》开开眼界,73
【吐嚎影院】吐槽辣眼神作《封神传奇》,71
【吐嚎】26年前巨星云集的无厘头喜剧，周星驰、刘德华只是配角,78
【吐嚎】这才是史上第一部神奇女侠电影,71
【吐嚎】这个杀手特别冷，骑着导弹上太空,68
【吐嚎】爆渣5分钱特效非洲女蜘蛛侠，多1分钱都算诈骗,71
【吐嚎】被骗看了山寨片《加勒比海“怪”》,69
【吐嚎】3毛特效网络电影——蟑螂侠，看得我五体投地,69
【吐嚎】10年太空漫游宇航员爱上了女机器人助理,67
【吐嚎】美国人竟然也拍过抗日神剧,66
【吐嚎影院】《攻之怒》秒杀一切开挂神剧,68
【吐嚎】山寨版《环太平洋2》特效只值2毛5,69
【吐嚎】《生活大爆炸》竟有国产山寨版,68
【吐嚎】看完10集澳大利亚版西游记，童年完全崩塌了,68
【吐嚎】番茄大开杀戒攻占美国,66
【吐嚎影院】脑洞！中国版复仇者联盟,65
【吐嚎】美国排名前十的格斗高手竟然来中国学习太极拳,65
【吐嚎】我去银行开个户却被当做抢银行的通缉了,64
【吐嚎】我要有这样的老师早考上蓝翔了,61
【吐嚎】表情帝张学友大战日军僵尸,61
【吐嚎】根据神秘营口坠龙事件改编的电影,67
【吐嚎】万圣节几大名猛鬼战斗力最强？,62
【吐嚎】波兰版的女儿国，全世界仅剩两个男人会发生什么,62
【吐嚎】雷人希特勒欲驾飞碟摧毁美国,58
【吐嚎】童年回忆香港真人版街头霸王,62
【吐嚎】足疗店666号女技师变身奇葩超级英雄足疗侠,57
【吐嚎】大日本人——我看过最另类的超级英雄,53
【吐嚎】我竟然花90分钟看了山寨版《敦刻尔克》,53
【吐嚎影院】安全套竟然成为夺命怪兽,52
【吐嚎】脑洞大开，川普居然成了游戏主角,51
【吐嚎影院】金刚哥斯拉和它比起来弱爆了,52
【吐嚎】孤男寡女被困荒岛6天7夜会发生什么,52
【吐嚎】《苍井空大战僵尸》真的只是一部动作片,53
【吐嚎】香港竟拍过女版机械战警,48
【吐嚎】古惑仔续集竟然是部鬼片？！脑洞大开！,51
【吐嚎】史上最奇葩吸血鬼电影《耶稣大战吸血鬼》,49
【吐嚎】山寨异形大战忍者，看完直呼辣眼睛,49
【吐嚎】究竟谁得了精神病，据说95%的人没有看懂,46
【吐嚎】全世界最和谐的出轨,46
【吐嚎】17个日本人6个中国人荒岛厮杀只为争夺岛上唯一的女性,47
【吐嚎】当中年大叔掌握了时间停止能力,47
【吐嚎】当猥琐男掌握了隐身术,45
【吐嚎】中国功夫穿越时空击败外星人入侵,45
【吐嚎】《陈真新传》陈真竟穿越到现代抗日,45
【吐嚎影院】山寨版《三体》雷的我外焦里嫩,44
【吐嚎】印度有「摔跤吧爸爸」法国有「摔跤吧妈妈」,44
【吐嚎】屌丝纠缠富商女友惨遭暴打,43
【吐嚎】少女体内蕴藏10万伏特高压电，做她男朋友不容易,42
【吐嚎】貂蝉穿越大战日军丧尸,44
【吐嚎】英伦郭达教育我们拒绝黄赌毒——最爱的电影之一《两杆大烟枪》,44
【吐嚎影院】蝙蝠侠为什么要大战超人,42
【吐嚎】空姐乘客大战史前怪兽,41
【吐嚎影院】键盘侠狂吐汤唯吴秀波新片,40
【吐嚎】美国人竟然山寨中国功夫电影《妖魔大闹唐人街》,41
【吐嚎】007变身牛仔大战外星人，竟然还有这种奇葩电影,41
【吐嚎】神经病山羊？我竟一口气玩了3小时,39
【吐嚎】共夫共妻看毁三观恋爱模式,39
【吐嚎】别欺负充气娃娃，小心她也会复仇！,42
【吐嚎】这是渣男被黑的最惨的一次，看看奇葩电影《人形恶吊》,41
【吐嚎】武当派竟然勾结日本忍者大战少林寺,43
【吐嚎影院】毁三观电影父子共用同一情人,41
【吐嚎】史上最二逼的蜘蛛侠竟然是黑帮大哥,38
【吐嚎】毁童年的拳皇真人版电影,40
【吐嚎影院】《美人鱼》真的很不美,40
【吐嚎】釜山行 教你危急时刻如何保命,38
【吐嚎】软弱富二代怎样变身监狱大哥,36
【吐嚎】科学家版复仇者联盟，爱因斯坦、居里夫人变身超级英雄,35
【吐嚎】《5年高考3年模拟》这本参考书改编的电影究竟是什么样子,34
【吐嚎】狂吐毁经典的《大话西游3》唐僧父亲竟然是六耳猕猴？,33
【吐嚎】没想到大力水手居然当了小三 毁童年的大力水手真人版,32
【吐嚎】史上最污秽的电影，姑娘我敬你是条汉子,32
【吐嚎】史上最恶心的怪兽电影「屎怪」,31
【吐嚎】女孩为2万元路费穷游欧洲，不惜走上犯罪道路,32
【吐嚎影院】另类解读《荒野猎人》,31
【吐嚎】饼干也能变怪兽？吓得我赶紧喝杯牛奶压压惊,33
【吐嚎】25年前经典喜剧林青霞、张曼玉、邱淑贞、张学友同框如今再难复制,32
【吐嚎】法国版女儿国比中国版奇葩很多，看看法国电影《女儿国的杰基》,30
【吐嚎】史上最昂贵的五毛特效大片《飞侠哥顿》,30
【吐槽影院】韩国抗中神剧秒杀抗日神剧,29
【吐嚎】见过长三个头的变异鲨鱼么,28
【吐嚎】女版孙悟空爱上雍正皇帝,28
【吐嚎】日本版灭绝师太成长日记太奇葩——解说电影《少林老女》,28
【吐嚎】为什么时至今日印度女性还要在野外上厕所,27
【吐嚎影院】原力觉醒反派失败之谜,28
【吐嚎影院】爆笑吐槽是谁打的叶问不敢还手,29
【吐嚎】单身狗千里追女神，可先爱上他的竟是一帮糙汉子,26
【吐嚎】毁童年经典游戏双截龙竟然有真人版电影,26
【吐嚎影院】《澳门风云3》张家辉袭胸李宇春,26
【吐嚎】都看过大圣娶亲，有人看过八戒娶亲么？,26
【吐嚎】中国穿越电影的开山鼻祖竟是张艺谋？《古今大战秦俑情》,26
【吐嚎】这是我见过最混乱的三角恋，《天使的性》带你刷新三观,23
【吐嚎】毁童年真人版超级马里奥,24
【吐嚎】吐槽横冲直撞好莱坞,24
【吐嚎】看无知少女如何成长为渣男杀手,23
【吐嚎】和女超人谈恋爱是一种什么体验,17
【吐嚎】变态楼管深夜潜入女房客家中,17
【吐嚎影院】吐槽还不错的《唐人街探案》,18
【吐嚎】我老婆竟然爱上了一只大猩猩,17
【吐嚎】汽车人总动员吐槽+自制汽车人总动员2 预告片,16
【吐嚎影院】菊花里居然长出怪兽,15
【吐嚎影院】老炮与吴亦凡和李易峰拼演技,15
【吐嚎】番外：这孙悟空有毒，嘲讽技能全开，战斗力秒杀一切,14
【吐嚎】在美国这部大烂片竟然爆红网络《鲨卷风4》再度来袭,14
【吐嚎】欢迎来到吐嚎影院YouTube频道,14
【吐嚎影院】吐槽年度烂片怦然星动,12
【吐嚎影院】京都球侠很像内地版少林足球,13
《寻龙诀》VS《九层妖塔》谁是真正的鬼吹灯,13
【吐嚎】配上背景音乐郭德纲变身饶舌歌手,10
【吐嚎影院】邓超请放开娘娘,9
【吐嚎影院】印度居然也拍中国功夫电影,9
【Roast Cinema】In fact the first Wonder Woman was already produced in 1974.,0
【Roast Cinema】The Most Powerless Captain American,0
